Row_ID,Ship_Mode,Shipping_Cost,Order_Priority
15078,"First Class",15.41,Critical
15079,"First Class",242.18,Critical
15080,"Second Class",10.91,Medium
15081,"Second Class",14.08,Medium
15082,"Second Class",6.66,Medium
15083,"First Class",2.33,Medium
15084,"First Class",0.76,Medium
15085,"First Class",54.69,Medium
15086,"First Class",6.63,Medium
15087,"First Class",2.69,Medium
15088,"First Class",116.95,High
15089,"Standard Class",5.37,High
15090,"Standard Class",28.35,High
15091,"Standard Class",10.86,High
15092,"Standard Class",3.02,Medium
15093,"Standard Class",18.98,Medium
15094,"Standard Class",47.35,Medium
15095,"Same Day",46.98,High
15096,"Standard Class",9.81,Medium
15097,"Standard Class",12.98,Medium
15098,"Standard Class",11.94,Medium
15099,"Standard Class",37.54,Medium
15100,"Standard Class",11.98,Medium
15101,"Standard Class",0.80,Medium
15102,"Standard Class",3.92,Medium
15103,"Standard Class",72.40,Medium
15104,"Standard Class",47.82,Medium
15105,"Standard Class",38.31,Medium
15106,"Standard Class",1.47,Medium
15107,"First Class",19.21,High
15108,"First Class",18.38,High
15109,"First Class",8.16,Critical
15110,"Second Class",3.84,Medium
15111,"Second Class",14.30,Medium
15112,"Second Class",10.68,Medium
15113,"First Class",82.36,Medium
15114,"First Class",36.59,Critical
15115,"Second Class",202.32,High
15116,"Standard Class",24.61,Medium
15117,"Standard Class",123.08,High
15118,"Standard Class",9.64,High
15119,"Standard Class",0.87,Medium
15120,"Standard Class",2.38,Medium
15121,"Standard Class",2.98,Medium
15122,"Standard Class",8.59,Medium
15123,"Standard Class",23.35,High
15124,"Standard Class",15.12,High
15125,"Second Class",26.59,Medium
15126,"Standard Class",2.44,Medium
15127,"Same Day",106.19,High
15128,"Standard Class",3.06,Medium
15129,"Standard Class",2.42,Medium
15130,"Standard Class",1.95,Medium
15131,"First Class",6.43,High
15132,"First Class",350.68,High
15133,"First Class",22.44,High
15134,"First Class",23.94,High
15135,"First Class",6.13,High
15136,"First Class",16.60,High
15137,"First Class",11.73,High
15138,"Same Day",12.35,Medium
15139,"Second Class",55.39,High
15140,"Second Class",8.69,High
15141,"Standard Class",55.07,Low
15142,"Standard Class",10.87,Medium
15143,"Standard Class",184.20,Medium
15144,"Standard Class",13.91,Medium
15145,"Standard Class",93.76,Medium
15146,"Same Day",9.67,Medium
15147,"Same Day",1.42,Medium
15148,"Second Class",8.30,Medium
15149,"First Class",39.11,Critical
15150,"Standard Class",5.00,High
15151,"First Class",40.70,Medium
15152,"First Class",10.86,Medium
15153,"First Class",16.56,Medium
15154,"Standard Class",30.27,Medium
15155,"Standard Class",35.01,Medium
15156,"Second Class",48.94,Critical
15157,"Second Class",21.16,Critical
15158,"Second Class",65.82,Critical
15159,"Second Class",9.96,Medium
15160,"Second Class",33.02,Medium
15161,"Second Class",4.04,Medium
15162,"First Class",472.00,Critical
15163,"Standard Class",12.17,Medium
15164,"Standard Class",47.41,Medium
15165,"Standard Class",5.45,Medium
15166,"Standard Class",170.66,Medium
15167,"Standard Class",148.27,Medium
15168,"Second Class",5.50,Medium
15169,"Second Class",78.18,Medium
15170,"First Class",14.92,High
15171,"Second Class",0.88,High
15172,"Second Class",10.10,High
15173,"Standard Class",3.42,High
15174,"Standard Class",25.85,Medium
15175,"Standard Class",5.12,Medium
15176,"Standard Class",14.54,Medium
15177,"Standard Class",6.34,Medium
15178,"Second Class",32.11,Medium
15179,"Standard Class",11.47,Medium
15180,"Standard Class",4.08,Medium
15181,"First Class",1.37,High
15182,"First Class",181.15,High
15183,"First Class",89.89,High
15184,"First Class",5.40,High
15185,"First Class",18.63,High
15186,"First Class",52.19,Medium
15187,"First Class",1.70,Medium
15188,"Standard Class",4.58,Medium
15189,"Standard Class",9.10,Medium
15190,"Second Class",150.48,Critical
15191,"First Class",5.78,Medium
15192,"First Class",5.85,Medium
15193,"First Class",1.71,Medium
15194,"First Class",3.09,Medium
15195,"First Class",21.52,Medium
15196,"Standard Class",1.56,Low
15197,"Standard Class",3.90,Low
15198,"Standard Class",8.66,Low
15199,"Standard Class",1.44,Medium
15200,"Second Class",19.06,Critical
15201,"Second Class",8.37,Critical
15202,"Second Class",86.31,Critical
15203,"Same Day",259.12,Critical
15204,"Same Day",58.72,Critical
15205,"Same Day",189.33,Critical
15206,"Standard Class",2.82,Medium
15207,"Standard Class",27.73,Medium
15208,"Standard Class",11.91,Medium
15209,"Second Class",78.32,High
15210,"Second Class",98.18,High
15211,"Standard Class",87.30,Low
15212,"Standard Class",26.83,Low
15213,"First Class",27.67,High
15214,"Standard Class",81.97,Medium
15215,"First Class",1.67,High
15216,"Standard Class",92.49,Medium
15217,"Standard Class",2.57,Medium
15218,"Standard Class",80.67,High
15219,"Standard Class",11.43,High
15220,"Standard Class",8.22,High
15221,"Standard Class",2.63,Medium
15222,"Standard Class",7.78,Low
15223,"Standard Class",6.88,Low
15224,"Standard Class",11.31,Low
15225,"Standard Class",4.13,Medium
15226,"Standard Class",84.19,Medium
15227,"Standard Class",25.35,Medium
15228,"Standard Class",2.47,Medium
15229,"Standard Class",11.11,Medium
15230,"Standard Class",3.54,Medium
15231,"Standard Class",21.88,Medium
15232,"Standard Class",6.42,Medium
15233,"Standard Class",4.01,Medium
15234,"Standard Class",5.63,Medium
15235,"Standard Class",1.03,Medium
15236,"Standard Class",40.11,Low
15237,"Standard Class",4.35,Medium
15238,"Standard Class",25.13,Medium
15239,"Same Day",127.03,High
15240,"Standard Class",2.03,Low
15241,"Standard Class",7.41,Low
15242,"Standard Class",23.50,Low
15243,"Second Class",121.47,Critical
15244,"Second Class",20.90,Critical
15245,"Second Class",4.83,Critical
15246,"Second Class",1.64,Critical
15247,"First Class",28.52,High
15248,"First Class",57.75,High
15249,"First Class",25.34,High
15250,"First Class",8.92,High
15251,"First Class",130.36,High
15252,"First Class",44.62,High
15253,"First Class",44.75,High
15254,"Standard Class",5.46,Medium
15255,"Standard Class",5.50,Medium
15256,"Standard Class",14.52,Medium
15257,"Standard Class",2.40,Medium
15258,"Standard Class",6.21,Medium
15259,"Standard Class",3.94,Medium
15260,"Standard Class",19.44,Medium
15261,"Standard Class",2.14,Medium
15262,"Standard Class",6.37,Medium
15263,"Standard Class",2.19,Medium
15264,"Standard Class",18.12,High
15265,"Standard Class",117.48,High
15266,"Standard Class",7.19,High
15267,"Second Class",9.61,High
15268,"First Class",0.43,Medium
15269,"First Class",7.31,Medium
15270,"First Class",212.76,Medium
15271,"Second Class",30.27,Medium
15272,"Standard Class",85.45,High
15273,"Standard Class",6.48,High
15274,"Standard Class",2.44,High
15275,"Standard Class",11.68,High
15276,"Same Day",10.60,High
15277,"Second Class",173.01,Medium
15278,"Standard Class",2.26,High
15279,"Second Class",37.30,High
15280,"First Class",3.28,Medium
15281,"First Class",13.96,Medium
15282,"First Class",4.01,Medium
15283,"Standard Class",5.42,Medium
15284,"Standard Class",4.03,Medium
15285,"Standard Class",14.81,Medium
15286,"Standard Class",5.93,Medium
15287,"Standard Class",1.82,Medium
15288,"Standard Class",1.44,Medium
15289,"Standard Class",3.93,Medium
15290,"Standard Class",19.56,Medium
15291,"Standard Class",125.89,Medium
15292,"Second Class",26.34,High
15293,"Standard Class",9.15,Medium
15294,"Second Class",28.64,Critical
15295,"Same Day",3.78,High
15296,"Same Day",6.85,High
15297,"Second Class",48.00,Medium
15298,"Standard Class",3.02,Medium
15299,"Standard Class",0.97,Medium
15300,"First Class",14.42,High
15301,"First Class",17.04,High
15302,"First Class",16.87,High
15303,"First Class",5.54,High
15304,"First Class",11.16,High
15305,"Standard Class",3.60,Medium
15306,"Standard Class",4.21,Medium
15307,"Standard Class",3.84,Medium
15308,"Standard Class",2.68,Medium
15309,"Standard Class",9.90,Medium
15310,"Standard Class",20.97,Medium
15311,"Standard Class",7.83,Medium
15312,"Standard Class",10.24,Medium
15313,"Standard Class",20.33,Medium
15314,"Standard Class",0.18,Medium
15315,"First Class",2.35,High
15316,"First Class",29.88,High
15317,"First Class",11.54,High
15318,"First Class",6.90,High
15319,"Standard Class",2.97,Medium
15320,"Standard Class",30.59,Medium
15321,"Standard Class",2.24,Medium
15322,"Standard Class",0.96,Medium
15323,"Standard Class",14.67,Medium
15324,"Standard Class",9.37,Medium
15325,"Standard Class",11.50,Medium
15326,"Second Class",2.24,Medium
15327,"Second Class",4.02,Medium
15328,"Second Class",108.01,Medium
15329,"Standard Class",3.77,Medium
15330,"Second Class",47.81,Critical
15331,"Standard Class",1.60,Medium
15332,"Standard Class",4.10,Medium
15333,"Standard Class",3.71,Medium
15334,"Standard Class",9.71,Medium
15335,"Standard Class",10.74,High
15336,"Second Class",14.45,Medium
15337,"Second Class",1.08,Medium
15338,"Standard Class",41.98,Medium
15339,"Same Day",3.81,Medium
15340,"Same Day",0.51,Medium
15341,"Same Day",45.47,Medium
15342,"Standard Class",4.84,Medium
15343,"Standard Class",2.16,Medium
15344,"Standard Class",28.50,High
15345,"Standard Class",12.22,High
15346,"Second Class",17.39,Medium
15347,"Second Class",5.22,Medium
15348,"Standard Class",6.83,Medium
15349,"Standard Class",6.57,Medium
15350,"Standard Class",17.40,High
15351,"Second Class",9.09,Medium
15352,"Second Class",2.80,Medium
15353,"First Class",6.81,Medium
15354,"Standard Class",6.54,Medium
15355,"Standard Class",7.82,Medium
15356,"Second Class",6.66,Medium
15357,"Second Class",2.08,Medium
15358,"Second Class",2.53,High
15359,"Second Class",432.13,Medium
15360,"Second Class",32.86,Medium
15361,"Second Class",0.89,Medium
15362,"Second Class",23.97,High
15363,"Standard Class",8.40,Medium
15364,"Standard Class",2.78,Medium
15365,"Standard Class",0.72,Medium
15366,"Second Class",115.27,High
15367,"Second Class",43.57,High
15368,"Second Class",11.94,High
15369,"Second Class",8.86,High
15370,"Second Class",105.84,High
15371,"Second Class",5.87,High
15372,"Second Class",9.57,High
15373,"Second Class",3.37,High
15374,"Second Class",1.93,High
15375,"First Class",2.42,High
15376,"First Class",473.27,High
15377,"First Class",2.14,Medium
15378,"First Class",5.56,Medium
15379,"Standard Class",3.55,Medium
15380,"Standard Class",668.96,High
15381,"Standard Class",7.06,High
15382,"Standard Class",4.58,Medium
15383,"Standard Class",12.66,Medium
15384,"Second Class",0.88,High
15385,"Second Class",10.57,High
15386,"Second Class",17.22,High
15387,"Second Class",29.19,High
15388,"Second Class",9.75,Medium
15389,"Second Class",284.19,High
15390,"Second Class",18.42,High
15391,"Standard Class",3.65,Medium
15392,"Standard Class",31.59,High
15393,"Standard Class",4.91,High
15394,"First Class",36.50,Medium
15395,"First Class",29.40,Medium
15396,"Standard Class",1.48,High
15397,"Second Class",9.57,High
15398,"Second Class",3.40,High
15399,"Second Class",15.86,High
15400,"Standard Class",2.47,High
15401,"Standard Class",19.58,Medium
15402,"Standard Class",10.60,Medium
15403,"Second Class",2.62,Medium
15404,"Second Class",1.03,Medium
15405,"Second Class",23.09,High
15406,"Standard Class",2.49,Medium
15407,"Standard Class",26.28,High
15408,"Standard Class",4.76,Medium
15409,"Standard Class",0.73,Medium
15410,"First Class",28.67,Critical
15411,"Standard Class",1.50,Medium
15412,"Standard Class",48.54,Low
15413,"Standard Class",17.80,Low
15414,"Second Class",121.91,Medium
15415,"Standard Class",6.82,Low
15416,"Standard Class",1.17,Medium
15417,"Standard Class",24.89,Medium
15418,"Standard Class",4.37,High
15419,"Standard Class",51.14,Low
15420,"Second Class",53.78,Medium
15421,"Standard Class",3.87,Medium
15422,"Standard Class",49.76,High
15423,"Standard Class",5.34,Low
15424,"Standard Class",214.21,Low
15425,"Standard Class",1.09,Low
15426,"First Class",23.27,High
15427,"First Class",148.35,High
15428,"Second Class",9.94,High
15429,"Standard Class",2.29,Low
15430,"Standard Class",7.62,Low
15431,"Standard Class",172.78,High
15432,"Standard Class",19.04,Medium
15433,"Standard Class",2.15,Medium
15434,"Same Day",1.98,Medium
15435,"Same Day",85.94,Medium
15436,"Standard Class",22.17,Medium
15437,"Standard Class",5.87,Medium
15438,"Standard Class",38.94,Medium
15439,"Standard Class",4.18,Medium
15440,"Standard Class",214.13,Medium
15441,"Standard Class",10.22,Medium
15442,"Standard Class",33.67,Medium
15443,"First Class",12.19,Critical
15444,"Same Day",11.36,Medium
15445,"Standard Class",3.76,Medium
15446,"Standard Class",11.34,Medium
15447,"Standard Class",18.17,Medium
15448,"First Class",33.62,High
15449,"First Class",10.83,High
15450,"First Class",31.13,High
15451,"First Class",23.10,High
15452,"Standard Class",15.30,Medium
15453,"Standard Class",56.10,Medium
15454,"Second Class",40.12,High
15455,"Second Class",20.13,High
15456,"Second Class",20.52,High
15457,"Second Class",33.19,Medium
15458,"Second Class",4.64,Medium
15459,"Standard Class",1.35,Medium
15460,"Standard Class",1.78,Medium
15461,"Standard Class",0.64,Medium
15462,"Standard Class",7.06,Medium
15463,"Standard Class",50.57,High
15464,"Standard Class",39.90,High
15465,"Standard Class",78.00,High
15466,"Standard Class",43.79,Low
15467,"Standard Class",8.03,Low
15468,"Standard Class",5.75,Medium
15469,"Standard Class",69.29,Medium
15470,"Standard Class",3.39,Medium
15471,"Standard Class",4.88,Medium
15472,"Standard Class",3.18,Medium
15473,"Standard Class",18.51,Medium
15474,"Standard Class",3.59,Medium
15475,"Standard Class",57.78,Medium
15476,"Standard Class",0.69,Medium
15477,"Standard Class",38.12,Medium
15478,"Standard Class",9.81,Medium
15479,"Second Class",0.93,Medium
15480,"Second Class",1.03,Medium
15481,"Standard Class",18.75,Medium
15482,"Second Class",11.16,High
15483,"Second Class",7.19,High
15484,"Second Class",45.65,Medium
15485,"Second Class",3.78,Medium
15486,"Second Class",20.33,Critical
15487,"Second Class",23.81,Critical
15488,"Second Class",7.90,Medium
15489,"Second Class",4.14,Medium
15490,"Second Class",1.47,Medium
15491,"Second Class",16.46,Medium
15492,"Standard Class",66.84,Low
15493,"Standard Class",2.04,Low
15494,"Standard Class",54.90,Low
15495,"First Class",60.08,High
15496,"Standard Class",13.38,Medium
15497,"Standard Class",8.66,Medium
15498,"Standard Class",1.39,Medium
15499,"Standard Class",29.61,Medium
15500,"First Class",23.21,High
15501,"First Class",116.77,High
15502,"First Class",32.18,High
15503,"First Class",5.13,High
15504,"First Class",30.79,Medium
15505,"Standard Class",6.01,Medium
15506,"Standard Class",17.58,High
15507,"Standard Class",7.64,Medium
15508,"Standard Class",10.18,High
15509,"First Class",48.53,High
15510,"First Class",21.17,High
15511,"First Class",44.19,High
15512,"Second Class",15.02,High
15513,"Standard Class",10.70,Medium
15514,"Standard Class",2.03,Medium
15515,"Standard Class",4.31,Medium
15516,"Standard Class",12.27,Medium
15517,"Standard Class",1.99,Medium
15518,"Standard Class",40.42,High
15519,"Standard Class",38.07,High
15520,"Standard Class",5.12,High
15521,"Standard Class",95.99,High
15522,"Standard Class",57.90,Medium
15523,"Standard Class",2.89,Medium
15524,"Standard Class",29.31,Medium
15525,"Standard Class",3.38,Medium
15526,"Standard Class",6.98,Medium
15527,"Standard Class",51.28,Medium
15528,"Standard Class",4.80,Medium
15529,"Standard Class",9.21,Medium
15530,"First Class",0.31,High
15531,"Same Day",127.07,Medium
15532,"Same Day",8.32,Medium
15533,"First Class",17.51,High
15534,"First Class",164.04,High
15535,"Standard Class",30.39,Medium
15536,"First Class",40.49,High
15537,"First Class",18.53,Critical
15538,"Second Class",5.36,High
15539,"First Class",3.26,Medium
15540,"First Class",23.69,Medium
15541,"Same Day",8.18,Critical
15542,"Same Day",11.47,Critical
15543,"Standard Class",35.46,High
15544,"Second Class",59.94,Medium
15545,"Second Class",5.44,Medium
15546,"Second Class",4.31,Medium
15547,"Second Class",9.20,Medium
15548,"Second Class",33.46,Medium
15549,"Standard Class",12.26,Medium
15550,"Standard Class",6.93,Medium
15551,"Standard Class",7.93,Medium
15552,"Second Class",1.92,Medium
15553,"Second Class",27.97,Medium
15554,"Second Class",7.34,Medium
15555,"Second Class",6.50,Medium
15556,"Second Class",25.24,Medium
15557,"Standard Class",1.16,Medium
15558,"First Class",29.84,Critical
15559,"Standard Class",48.65,Medium
15560,"Second Class",1.16,High
15561,"Standard Class",0.19,Medium
15562,"Standard Class",38.50,Medium
15563,"Standard Class",90.50,Medium
15564,"Standard Class",5.49,Medium
15565,"Standard Class",1.76,Medium
15566,"Standard Class",5.77,Medium
15567,"Second Class",16.05,High
15568,"Second Class",163.74,High
15569,"Standard Class",0.67,Medium
15570,"First Class",369.17,Critical
15571,"First Class",3.43,Critical
15572,"Standard Class",16.75,Medium
15573,"Standard Class",2.02,Medium
15574,"Standard Class",11.39,High
15575,"Standard Class",12.42,High
15576,"Standard Class",6.29,High
15577,"Standard Class",115.47,High
15578,"First Class",119.06,High
